MARITAL_STATUS,STATE,CREDIT_BALANCE,TIME_AS_CUSTOMER,MORTGAGE_AMOUNT,BANK_FUNDS,N_OF_DEPENDENTS,HAS_CHILDREN,SALARY,CUST_ID,SEX,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOUSE_OWNERSHIP,N_TRANS_WEB_BANK,BUY_INSURANCE,MONTHLY_CHECKS_WRITTEN,N_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,T_AMOUNT_AUTOM_PAYMENTS,N_TRANS_TELLER,CHECKING_AMOUNT,N_TRANS_ATM,LTV_BIN,LAST,N_MORTGAGES,CAR_OWNERSHIP,FIRST
DIVORCED,IL,4422,1,4000,5600,1,YES,70980,CU13506,Female,Clerical,1000,Midwest,1,2000,No,1,1,37,53.11,24945,4617,4,25,2,HIGH,CODI,1,YES,BRENNAN
SINGLE,NY,0,1,0,550,1,NO,61197,CU13507,Female,Programmer/Developer,700,NorthEast,0,0,Yes,2,1,35,53.55,17299.25,0,2,25,4,MEDIUM,DEB,0,NO,CROOK
SINGLE,NY,0,2,0,0,0,NO,61102,CU13508,Male,Programmer/Developer,700,NorthEast,0,0,No,1,1,32,53.07,19475.5,0,0,25,1,MEDIUM,TRUMAN,0,NO,PRADO
MARRIED,CA,0,3,700,250,3,NO,64412,CU13510,Male,First-line Manager,700,West,1,700,Yes,6,1,34,53.73,25003,164,2,25,4,HIGH,DOMINGO,1,YES,WAGONER
SINGLE,MI,0,3,0,700,3,NO,67323,CU13511,Male,Programmer/Developer,1000,Midwest,0,0,No,17,3,25,52.88,14830.75,141,1,25,2,MEDIUM,HOMER,0,YES,DUGAN
SINGLE,FL,0,1,0,0,1,NO,63469,CU12773,Male,Programmer/Developer,700,South,0,0,No,0,1,31,53.06,17467.25,0,1,25,0,MEDIUM,KEITH,0,NO,YORK
SINGLE,MI,0,3,0,750,3,YES,70855,CU12774,Male,Programmer/Developer,1000,Midwest,0,0,Yes,2,1,24,53.3,10613.75,140,3,25,3,LOW,MICHALE,0,YES,MICHAELS
SINGLE,NY,0,3,0,0,3,NO,58023,CU12775,Male,Programmer/Developer,1000,NorthEast,0,0,No,3,1,21,53.32,12105.75,0,1,25,3,LOW,ARCHIE,0,NO,SUGGS
SINGLE,NY,0,3,0,250,3,NO,66465,CU11723,Male,Programmer/Developer,1000,NorthEast,0,0,No,1,1,23,49.98,14416.25,299,2,25,2,MEDIUM,HORACE,0,YES,CHARLES
SINGLE,DC,0,3,0,250,3,NO,60794,CU11724,Male,Programmer/Developer,600,NorthEast,0,0,Yes,2,1,33,53.24,13998.5,224,2,25,3,LOW,CLETUS,0,YES,WORKMAN
DIVORCED,MI,0,3,3500,4101,3,YES,55850,CU9121,Male,PROF-21,1500,Midwest,1,1,Yes,2,1,35,54.62,17962.5,1961,1,25,5,MEDIUM,DONG,1,YES,BATTS
MARRIED,CA,0,1,1265,1400,1,YES,68179,CU6614,Male,DBA,900,West,1,1265,Yes,16,1,33,53.95,23844.75,1190,1,25,4,HIGH,RICKY,1,YES,HURT
SINGLE,NY,0,2,0,4309,0,YES,69702,CU6623,Male,School Teacher,800,NorthEast,0,1959,No,4,1,49,53.01,18325.5,1828,1,1321,2,MEDIUM,EMERSON,0,YES,BELTRAN
DIVORCED,NY,0,1,4000,2300,1,YES,61763,CU6631,Male,PROF-5,500,NorthEast,1,600,No,2,1,40,53.57,22940.75,9155,1,8097,4,HIGH,ALFONSO,1,YES,ROUSE
DIVORCED,UT,0,2,3860,0,2,NO,84528,CU15929,Male,Truck Driver,2500,Southwest,1,3860,No,0,5,39,53.06,32032,0,0,25,0,VERY HIGH,WILMER,1,YES,GRANGER
DIVORCED,NV,0,2,2000,0,2,YES,71613,CU10519,Female,Truck Driver,1500,Southwest,1,2000,No,1,1,36,53.07,23503.25,0,1,25,1,HIGH,WONDA,1,YES,CHASE
DIVORCED,NV,0,1,4270,6300,1,YES,69215,CU10520,Female,IT Staff,1500,Southwest,1,3150,No,8,1,37,53.45,24503.75,898,4,25,4,HIGH,MADELYN,1,YES,CLAYTON
MARRIED,MI,0,3,700,750,3,YES,70808,CU10522,Male,Programmer/Developer,1500,Midwest,1,700,Yes,2,1,23,53.15,20502,0,3,25,2,MEDIUM,JIMMY,1,YES,KIDD
WIDOWED,NY,105867,4,10000,30200,3,NO,66900,CU10523,Male,IT Staff,800,NorthEast,1,7600,Yes,3,1,56,55.12,28325,106359,5,25,5,HIGH,VAL,1,YES,OUELLETTE
SINGLE,CA,0,3,350,0,3,NO,68001,CU10524,Male,Plumber,1500,West,1,350,No,1,1,32,53.06,25700.25,0,0,25,0,HIGH,ODELL,1,YES,STAPLES
MARRIED,NY,0,3,1400,0,3,NO,68105,CU10525,Male,Dentist,800,NorthEast,1,1400,No,0,1,46,53.06,27126.25,0,1,25,0,HIGH,LUCIO,1,YES,SERRANO
MARRIED,OR,0,3,1000,1200,3,NO,58206,CU10526,Male,Clerical,1500,West,1,400,No,7,2,22,53.21,22251.5,543,3,534,3,HIGH,HONG,1,YES,SHIPLEY
MARRIED,FL,0,1,898,0,1,NO,58926,CU10527,Male,Sales Representative,800,South,1,898,No,2,1,46,53.13,27831.5,0,0,25,2,HIGH,ALPHONSO,1,YES,KRUEGER
MARRIED,MI,0,2,1200,2550,1,YES,71347,CU10528,Female,PROF-31,1500,Midwest,1,750,No,9,1,40,53.34,25836.75,255,3,25,3,HIGH,ROBERT,1,YES,WALDRON
DIVORCED,NY,0,1,4000,5000,1,NO,65513,CU10529,Female,Clerical,1500,NorthEast,1,1000,Yes,2,1,32,55.18,28078.25,2167,4,177,5,HIGH,SILVANA,1,YES,MIDDLETON
DIVORCED,NY,0,1,4500,10300,1,NO,60259,CU10530,Female,PROF-8,1500,NorthEast,1,1700,No,3,1,36,55.3,27164.75,478,4,197,5,HIGH,EARLINE,1,YES,SHEEHAN
MARRIED,NY,0,5,1100,0,5,YES,70599,CU10531,Female,Technical Writer,1500,NorthEast,1,1100,No,0,1,23,53.06,17449.75,0,0,25,0,MEDIUM,CRISELDA,1,YES,SCHWARTZ
DIVORCED,NY,0,4,4000,5200,4,YES,64095,CU8985,Female,Construction Laborer,1000,NorthEast,1,1200,No,16,3,35,53.11,18523.75,1014,4,1000,2,MEDIUM,HEDWIG,1,YES,FARR
SINGLE,NY,0,4,300,550,3,YES,64624,CU8987,Male,Programmer/Developer,1000,NorthEast,1,300,Yes,4,9,24,53.44,19556,163,2,25,4,MEDIUM,CARROLL,1,YES,LINCOLN
SINGLE,DC,0,3,0,0,3,NO,62196,CU8989,Male,Programmer/Developer,1000,NorthEast,0,0,No,2,1,22,53.13,13249,213,0,25,2,LOW,DOYLE,0,YES,COLEY
MARRIED,NY,0,1,1700,2450,1,YES,69003,CU8990,Female,PROF-6,1000,NorthEast,1,650,Yes,4,1,28,53.03,23550.75,146,1,25,2,HIGH,LOGAN,1,YES,ROBLES
MARRIED,FL,0,3,700,1050,3,NO,60700,CU8992,Male,Waiter/Waitress,1000,South,1,700,Yes,4,1,26,53.55,23275,276,3,25,4,HIGH,ANDRES,1,YES,GEIGER
MARRIED,NY,0,1,5000,5500,1,NO,48488,CU8993,Female,Software Engineer,3500,NorthEast,1,1000,No,3,1,36,53.29,24222,1183,4,25,3,HIGH,ALBA,1,YES,PICKERING
SINGLE,NY,0,3,0,0,3,NO,67232,CU8995,Male,Programmer/Developer,700,NorthEast,0,0,No,0,1,31,53.14,15408,0,0,25,2,MEDIUM,TRINIDAD,0,NO,SINCLAIR
MARRIED,CA,0,1,722,0,1,YES,59400,CU8996,Female,PROF-4,700,West,1,722,No,9,1,40,53.43,22350,196,1,187,4,HIGH,DYAN,1,YES,COPE
SINGLE,CA,0,3,500,450,3,NO,62715,CU8997,Male,Programmer/Developer,1000,West,1,500,No,18,1,27,53.03,23878.75,611,2,25,2,HIGH,DAN,1,YES,WILCOX
SINGLE,CA,0,3,0,0,3,NO,64301,CU8998,Male,Programmer/Developer,700,West,0,0,No,0,1,43,53.06,15875.25,0,1,25,0,MEDIUM,ROCKY,0,NO,WOODS
MARRIED,DC,0,1,1800,0,1,YES,56723,CU11345,Female,PROF-45,1500,NorthEast,1,1800,No,0,1,58,53.06,23480.75,0,0,25,0,HIGH,LE,1,YES,GONZALES
MARRIED,DC,0,1,1000,600,1,YES,65012,CU12258,Male,PROF-56,1000,NorthEast,1,1000,No,4,4,32,54.16,22953,407,4,25,5,HIGH,TERRY,1,YES,BUNCH
MARRIED,NY,0,1,1000,1800,1,YES,72022,CU10781,Male,Administrator,1500,NorthEast,1,1000,No,1,1,31,53.54,24605.5,878,3,25,4,HIGH,SANTIAGO,1,YES,WHITTEN
MARRIED,NY,0,3,1730,3056,3,YES,71703,CU10782,Male,Sales Representative,1500,NorthEast,1,778,Yes,2,1,23,53.89,20725.75,9941,1,9403,4,MEDIUM,ERVIN,1,YES,DEVINE
MARRIED,NY,0,3,1500,0,3,YES,57384,CU10783,Male,PROF-7,1500,NorthEast,1,1500,No,0,1,33,53.06,18146,0,1,25,0,MEDIUM,NELSON,1,YES,GORE
MARRIED,CA,0,1,1500,3025,1,YES,66675,CU10784,Male,Cashier,800,West,1,675,No,3,1,49,54.32,25068.75,2858,1,2774,5,HIGH,MIKEL,1,YES,CRANE
MARRIED,MI,0,1,750,0,1,YES,61493,CU11130,Female,PROF-22,700,Midwest,1,750,No,12,1,50,53.17,23873.25,865,1,25,2,HIGH,JANYCE,1,YES,LIM
WIDOWED,CA,113,1,8000,1001,1,YES,45773,CU11131,Male,Medical Doctor,5000,West,1,8000,No,14,1,60,53.26,20943.25,7295,3,421,3,MEDIUM,SHAD,1,YES,WILLEY
DIVORCED,DC,0,5,3500,3800,5,NO,63453,CU11132,Female,PROF-16,1000,NorthEast,1,800,Yes,3,1,30,54.36,21363.25,1278,1,25,5,MEDIUM,SUZY,1,YES,BAIRD
DIVORCED,NY,0,3,3000,2700,3,NO,67955,CU11133,Male,PROF-8,1000,NorthEast,1,300,No,12,1,25,53.52,24988.75,459,1,451,4,HIGH,WALTON,1,YES,MCKINNEY
SINGLE,NY,0,3,0,700,3,YES,68600,CU11134,Male,Programmer/Developer,700,NorthEast,0,0,Yes,2,1,41,53.09,11750,0,3,25,1,LOW,ELLIS,0,NO,HO
DIVORCED,NY,0,4,2400,2700,6,YES,62249,CU11136,Male,IT Staff,1000,NorthEast,1,900,Yes,4,2,57,53.97,16262.25,1115,1,25,5,MEDIUM,STEVEN,1,YES,READ
SINGLE,NV,0,3,0,540,3,NO,62246,CU11137,Male,Programmer/Developer,700,Southwest,0,0,Yes,16,1,31,53.85,14161.5,246,2,25,4,MEDIUM,NOE,0,YES,SORENSEN
MARRIED,IL,0,1,7000,0,1,YES,75951,CU11138,Male,PROF-62,3500,Midwest,1,7000,No,0,1,46,53.06,27087.75,0,1,25,0,HIGH,ODELL,1,YES,BRITTON
SINGLE,CA,0,3,0,0,3,NO,60615,CU11139,Male,Nurse,1000,West,0,0,No,3,1,21,53.06,12753.75,0,0,25,0,LOW,JUSTIN,0,NO,DOWDY
SINGLE,IL,0,3,0,600,3,NO,61193,CU11140,Male,Programmer/Developer,1000,Midwest,0,0,No,5,3,27,53.05,13498.25,0,2,25,2,LOW,ARTHUR,0,NO,ELDRIDGE
SINGLE,WI,0,3,0,0,3,NO,64281,CU11141,Male,Programmer/Developer,700,Midwest,0,0,No,0,1,34,53.06,14970.25,0,0,25,0,MEDIUM,ERICK,0,NO,MCGRAW
MARRIED,NY,0,4,1000,0,3,NO,59205,CU11142,Male,Bank Teller,700,NorthEast,1,1000,No,0,1,42,53.06,25001.25,0,0,25,0,HIGH,FORREST,1,YES,THORNE
MARRIED,NY,0,3,1200,251,3,NO,63463,CU11143,Male,Programmer/Developer,1000,NorthEast,1,1200,No,14,1,23,53.29,23665.75,809,2,801,3,HIGH,BUSTER,1,YES,BEATY
SINGLE,NV,0,2,250,0,2,YES,65615,CU11145,Male,Programmer/Developer,1000,Southwest,1,250,No,0,1,28,53.06,21203.75,0,1,25,0,MEDIUM,TRISTAN,1,YES,FOUNTAIN
DIVORCED,MI,0,1,4000,4590,1,NO,58699,CU11146,Female,Not specified,1000,Midwest,1,4000,No,3,1,44,55.73,27574.75,984,1,374,6,HIGH,LEIGHANN,1,YES,REGAN
MARRIED,CA,0,1,5000,0,1,YES,45152,CU11148,Male,Software Engineer,3500,West,1,5000,No,1,6,31,53.19,17888,0,1,59,3,MEDIUM,STAN,1,YES,MALDONADO
MARRIED,MS,0,3,700,0,3,NO,67843,CU11149,Male,Waiter/Waitress,1000,South,1,700,No,0,1,21,53.06,24560.75,0,0,25,0,HIGH,HUNG,1,YES,PAGE
SINGLE,NY,0,3,400,0,3,NO,66768,CU11150,Male,School Teacher,1000,NorthEast,1,400,No,2,1,26,53.07,24792,0,1,25,1,HIGH,MARK,1,YES,HENDRICKS
MARRIED,NY,0,5,700,300,5,NO,58172,CU11151,Female,PROF-17,1000,NorthEast,1,700,No,0,1,20,53.06,19043,0,2,25,0,MEDIUM,HARRIETTE,1,YES,PIMENTEL
MARRIED,CA,0,1,1600,0,1,YES,65110,CU11152,Female,PROF-1,1000,West,1,1600,No,1,1,46,53.05,24377.5,0,1,25,2,HIGH,KELLYE,1,YES,TYSON
DIVORCED,NY,0,4,2000,0,4,YES,59290,CU15415,Male,IT Staff,1000,NorthEast,1,2000,No,2,4,50,53.09,18822.5,1098,1,25,1,MEDIUM,REX,1,YES,CONNOR
SINGLE,CA,0,3,200,0,3,NO,68927,CU15416,Male,Programmer/Developer,700,West,1,200,No,0,4,41,53.06,26831.75,0,1,25,0,HIGH,RENE,1,YES,BALDWIN
SINGLE,NY,0,3,500,0,3,YES,66743,CU15418,Male,Programmer/Developer,700,NorthEast,1,500,No,0,4,40,53.37,21185.75,0,0,25,3,MEDIUM,BOBBIE,1,YES,CURTIS
DIVORCED,NY,0,1,4180,8300,1,NO,92837,CU15419,Male,Administrator,3500,NorthEast,1,2300,Yes,1,4,37,54.31,35409.25,748,4,25,5,VERY HIGH,ARRON,1,YES,REARDON
SINGLE,NY,0,1,560,0,1,NO,67216,CU15420,Male,Technical Writer,700,NorthEast,1,560,No,1,4,45,53.08,29804,0,0,25,1,HIGH,DONG,1,YES,MCKAY
MARRIED,MN,0,3,1000,600,3,NO,69392,CU13192,Male,Programmer/Developer,1000,West,1,1000,Yes,11,1,18,53.2,24648,0,2,25,3,HIGH,CHRISTOPHER,1,YES,LAM
MARRIED,MI,0,5,1559,1000,5,YES,72436,CU13561,Female,Mason,1500,Midwest,1,1559,No,2,1,27,54.43,18309,373,3,130,5,MEDIUM,DIGNA,1,YES,OLDHAM
SINGLE,NM,0,3,0,251,3,NO,65998,CU13570,Male,Programmer/Developer,1000,Southwest,0,0,No,4,1,28,53.69,14799.5,0,2,25,4,MEDIUM,EUGENIO,0,NO,PEDERSEN
SINGLE,NY,0,3,0,250,3,NO,68537,CU13578,Male,Programmer/Developer,1000,NorthEast,0,0,No,18,1,26,53.21,15234.25,167,2,128,3,MEDIUM,RONNIE,0,YES,PECK
DIVORCED,NV,0,1,3000,1700,1,YES,59544,CU13606,Female,IT Staff,1000,Southwest,1,3000,Yes,4,1,36,54.94,21986,1218,3,25,5,MEDIUM,MARICA,1,YES,LORD
SINGLE,CA,0,3,150,700,3,NO,68143,CU13614,Male,Programmer/Developer,1000,West,1,150,Yes,4,6,27,53.62,25235.75,215,3,25,4,HIGH,RILEY,1,YES,SINCLAIR
SINGLE,OH,0,3,0,250,3,NO,70589,CU13623,Male,Programmer/Developer,1000,Midwest,0,0,Yes,1,3,28,53.53,15947.25,202,2,25,4,MEDIUM,HOSEA,0,YES,CORREA
MARRIED,NC,0,4,1400,900,6,YES,60517,CU13631,Male,Mason,700,South,1,250,No,4,1,42,53.43,14329.25,1201,3,1064,4,MEDIUM,TYRON,1,YES,KLEIN
SINGLE,CA,0,3,0,0,3,YES,61208,CU13640,Male,Programmer/Developer,1000,West,0,0,No,1,3,23,53.17,8102,0,1,25,2,LOW,ELMO,0,NO,KINNEY
MARRIED,CA,0,1,10000,7000,1,YES,101592,CU13647,Female,Veterinarian,4000,West,1,10000,Yes,4,2,34,56.64,32298,5543,7,25,6,VERY HIGH,FLORENTINA,1,YES,LAM
SINGLE,NY,0,3,250,0,3,NO,59605,CU13672,Male,Programmer/Developer,1000,NorthEast,1,250,No,2,1,22,53.19,22601.25,0,1,25,3,HIGH,TOBY,1,YES,REARDON
MARRIED,MI,0,1,1771,850,1,YES,74437,CU13681,Female,PROF-52,1500,Midwest,1,1771,No,18,1,30,53.48,25109.25,11318,3,10342,4,HIGH,TEMPIE,1,YES,BILLINGS
DIVORCED,NY,0,5,2000,540,5,NO,63340,CU13690,Female,IT Staff,1500,NorthEast,1,2000,Yes,1,1,23,53.53,20635,282,2,25,4,MEDIUM,ROBERTO,1,YES,POWELL
DIVORCED,MI,0,3,2486,2000,3,YES,67365,CU12712,Male,PROF-7,1500,Midwest,1,2486,No,4,3,26,53.23,19941.25,6215,1,6165,3,MEDIUM,ODELL,1,YES,BUTTS
MARRIED,CO,0,1,1200,500,1,NO,73525,CU12742,Male,Programmer/Developer,1500,West,1,1200,No,3,3,25,53.19,29381.25,333,2,25,3,HIGH,HUEY,1,YES,CROWDER
SINGLE,FL,0,3,0,0,3,NO,62630,CU12803,Male,Programmer/Developer,1000,South,0,0,No,0,1,28,53.06,13957.5,0,1,25,0,LOW,ANIBAL,0,NO,NEGRON
MARRIED,DC,0,1,1500,0,1,NO,61672,CU12830,Male,PROF-45,1500,NorthEast,1,1500,No,3,3,31,41.87,27018,560,1,25,2,HIGH,JULIAN,1,YES,EVERETT
SINGLE,MI,0,3,250,0,3,NO,57202,CU12836,Male,Sales Representative,1000,Midwest,1,250,No,2,1,23,53.07,22100.5,0,0,25,1,HIGH,NOLAN,1,YES,SHEEHAN
SINGLE,NM,0,1,0,500,1,NO,65627,CU12864,Male,Programmer/Developer,1000,Southwest,0,0,No,4,1,25,53,17406.75,740,2,725,2,MEDIUM,SCOTTY,0,YES,RIVERA
MARRIED,CA,0,5,1000,500,5,YES,65382,CU12893,Female,Programmer/Developer,1000,West,1,1000,Yes,4,1,30,53.27,16845.5,0,2,25,3,MEDIUM,JEANA,1,YES,NEELY
MARRIED,CA,0,3,700,700,3,NO,61912,CU12920,Male,Programmer/Developer,1000,West,1,700,Yes,3,1,23,53.55,23278,235,3,25,4,HIGH,CARY,1,YES,SHAFER
MARRIED,DC,0,3,1081,250,3,YES,66596,CU12951,Male,PROF-20,1000,NorthEast,1,1081,No,12,1,22,53.61,19349,0,2,25,4,MEDIUM,EARLE,1,YES,BERMAN
SINGLE,CA,0,3,600,800,3,NO,73500,CU12962,Male,Secretary,1500,West,1,600,Yes,7,1,22,53.55,26075,137,3,25,4,HIGH,LEIGH,1,YES,QUIROZ
SINGLE,DC,0,3,400,0,3,YES,67248,CU13037,Male,Programmer/Developer,1000,NorthEast,1,400,No,0,1,22,53.06,19512,0,1,25,0,MEDIUM,QUENTIN,1,YES,DIAS
MARRIED,FL,0,1,700,0,1,YES,62871,CU9940,Female,Accountant,700,South,1,700,No,0,1,34,53.07,22617.75,0,2,25,1,HIGH,BILLIE,1,YES,PARNELL
MARRIED,MI,0,1,5000,800,1,NO,56342,CU9949,Male,Clerical,3500,Midwest,1,5000,No,0,1,38,53.06,26385.5,0,3,25,0,HIGH,RONALD,1,YES,MURILLO
SINGLE,CA,0,1,0,16173,1,NO,58665,CU6244,Male,Not specified,1600,West,0,5000,Yes,2,0,45,54.23,17666.25,4351,5,246,5,MEDIUM,QUINCY,0,YES,WILLARD
MARRIED,MN,0,5,12000,7000,5,YES,59785,CU6273,Female,Clerical,500,West,2,12000,Yes,2,0,42,52.91,26646.25,9125,1,71,2,HIGH,LATINA,2,YES,GOETZ
DIVORCED,NY,0,4,0,0,3,YES,71145,CU6281,Female,Not specified,2000,NorthEast,0,3754,No,15,0,43,53.08,13086.25,1431,1,25,1,LOW,TWANNA,0,YES,CONNELL
DIVORCED,CA,0,1,4000,0,1,YES,70052,CU6338,Female,PROF-10,1200,West,2,4000,No,5,3,54,53.12,36413,1303,1,768,2,VERY HIGH,ALENE,2,YES,ALONZO
MARRIED,MI,0,1,1200,0,1,NO,67480,CU14644,Male,IT Staff,1500,Midwest,1,1200,No,0,1,36,53.06,28970,0,1,25,0,HIGH,MERLIN,1,YES,BLAND
SINGLE,FL,0,3,150,0,3,NO,67197,CU14645,Male,Programmer/Developer,1000,South,1,150,No,1,1,25,53.09,24799.25,0,1,28,1,HIGH,ANDERSON,1,YES,TODD
MARRIED,CA,0,1,754,0,1,NO,65511,CU13737,Male,Cashier,700,West,1,754,No,2,1,31,53.07,27977.75,0,0,25,1,HIGH,LEONARDO,1,YES,MCGRATH
SINGLE,NY,0,3,250,0,3,NO,61835,CU13738,Male,Sales Representative,1000,NorthEast,1,250,No,0,1,22,53.06,23158.75,0,0,25,0,HIGH,BRYON,1,YES,WEBBER
SINGLE,MI,0,3,310,0,3,NO,58128,CU13739,Male,Construction Laborer,1000,Midwest,2,310,No,0,1,30,53.06,33032,0,0,25,0,VERY HIGH,WILLIE,2,YES,BROCK
MARRIED,CA,0,1,1260,0,1,YES,60386,CU11119,Male,PROF-15,1200,West,1,1260,No,4,1,82,53.08,26796.5,564,1,55,1,HIGH,CURT,1,YES,EVANS
DIVORCED,CA,0,1,3000,0,1,YES,62964,CU11120,Female,IT Staff,1000,West,1,3000,No,1,1,33,53.81,22541,0,1,25,4,HIGH,LINNEA,1,YES,OLDHAM
MARRIED,NY,0,1,10500,0,1,YES,89845,CU11121,Male,Software Engineer,4000,NorthEast,1,10500,No,1,1,42,53.08,30161.25,0,1,25,1,VERY HIGH,DARNELL,1,YES,CORDERO
SINGLE,MN,0,3,450,0,3,NO,59996,CU11122,Male,Nurse,1000,West,1,450,No,0,1,26,53.06,23099,0,0,25,0,HIGH,HORACIO,1,YES,HIGH
MARRIED,NY,0,4,1500,1400,3,YES,68310,CU11123,Male,PROF-26,1000,NorthEast,1,1500,Yes,3,1,49,53.55,22977.5,450,3,25,4,HIGH,ELBERT,1,YES,CRANDALL
DIVORCED,MI,0,1,3000,3200,1,YES,68743,CU11125,Female,PROF-14,1000,Midwest,1,800,Yes,2,1,40,53.28,24685.75,2871,1,1917,3,HIGH,JAMEE,1,YES,COOKE
SINGLE,NV,0,3,150,750,3,NO,58692,CU11127,Male,Programmer/Developer,1000,Southwest,1,150,No,5,3,22,53.09,22373,1324,3,1228,1,HIGH,EDISON,1,YES,COUCH
SINGLE,NY,0,3,450,0,3,YES,65019,CU11128,Male,Sales Representative,700,NorthEast,1,450,No,2,1,32,53.08,19954.75,0,0,60,1,MEDIUM,SHERWOOD,1,YES,SCALES
DIVORCED,OH,0,2,4000,0,2,NO,60688,CU11129,Male,Nurse,1000,Midwest,1,4000,No,0,1,73,53.06,29472,0,0,25,0,HIGH,GORDON,1,YES,DONNELLY
MARRIED,CA,0,3,1050,800,3,YES,70059,CU12834,Male,PROF-54,1000,West,1,1050,Yes,2,2,36,54.85,21614.75,355,3,25,5,MEDIUM,HERSCHEL,1,YES,ENGLISH
MARRIED,CA,0,4,780,850,4,YES,60606,CU10354,Male,PROF-4,800,West,1,780,No,12,1,65,53.05,20651.5,286,3,154,2,MEDIUM,CARTER,1,YES,LYONS
MARRIED,FL,0,1,1633,1200,1,YES,65601,CU10408,Female,PROF-11,1000,South,1,1633,Yes,10,2,32,53.79,23100.25,251,2,25,4,HIGH,AMBERLY,1,YES,SAUNDERS
SINGLE,NY,0,3,0,0,3,YES,71680,CU10409,Male,Programmer/Developer,1000,NorthEast,0,0,No,0,1,25,53.06,10920,0,1,25,0,LOW,RALEIGH,0,NO,GOLDBERG
SINGLE,MI,0,2,0,0,0,YES,62943,CU12316,Male,Administrative Assistant,2500,Midwest,0,0,No,3,4,35,53.12,15235.75,270,0,25,2,MEDIUM,GIL,0,YES,KRAFT
SINGLE,MI,0,2,0,0,0,NO,59281,CU12317,Male,Administrative Assistant,1500,Midwest,0,0,No,0,4,22,53.06,18020.25,0,0,25,0,MEDIUM,HANK,0,NO,WORRELL
DIVORCED,CA,0,4,2000,0,3,YES,60492,CU10724,Male,Truck Driver,1500,West,1,2000,No,7,1,48,53.8,20923,0,1,25,4,MEDIUM,ALFONZO,1,YES,PURCELL
SINGLE,NY,0,3,500,600,3,NO,62204,CU10725,Male,Programmer/Developer,1000,NorthEast,1,500,No,3,2,22,52.98,23251,217,2,205,2,HIGH,SETH,1,YES,ACOSTA
DIVORCED,MN,0,4,2000,2000,1,NO,64419,CU13888,Male,PROF-67,1000,West,1,2000,Yes,4,1,40,54.51,30104.75,881,1,163,5,VERY HIGH,HENRY,1,YES,LEWIS
MARRIED,OR,0,1,5000,0,1,NO,88816,CU13889,Female,Clerical,3500,West,1,5000,No,0,1,43,53.06,35004,0,0,25,0,VERY HIGH,VINITA,1,YES,WERNER
MARRIED,NC,0,3,1800,1800,3,YES,61498,CU13890,Male,Programmer/Developer,1000,South,1,1800,Yes,1,1,23,53.58,18174.5,1752,3,1275,4,MEDIUM,CARROL,1,YES,MORGAN
SINGLE,NY,0,3,0,700,3,NO,60936,CU13891,Male,Programmer/Developer,1000,NorthEast,0,0,No,7,1,21,53.04,12834,0,3,25,2,LOW,REGINALD,0,NO,DOYLE
DIVORCED,MN,1078,1,2684,6000,1,NO,63251,CU13892,Female,DBA,1000,West,1,600,Yes,3,2,42,53.08,28512.75,1393,4,25,1,HIGH,LIZ,1,YES,DICKSON
SINGLE,NY,0,3,0,300,3,NO,69285,CU13894,Male,Programmer/Developer,1000,NorthEast,0,0,No,2,6,23,53.3,15121.25,157,2,25,3,MEDIUM,KING,0,YES,SIMPSON
MARRIED,NY,0,1,1200,700,1,NO,66193,CU13895,Female,Programmer/Developer,700,NorthEast,1,1200,Yes,3,1,48,53.18,29848.25,243,3,31,3,HIGH,JAYE,1,YES,THARP
DIVORCED,CA,0,1,3000,3100,1,YES,68414,CU13896,Female,Publisher,1000,West,1,900,Yes,3,7,59,55.11,26503.5,918,1,86,5,HIGH,CATHARINE,1,YES,LARSEN
SINGLE,CA,0,3,220,0,3,NO,62992,CU13898,Male,Nurse,1000,West,1,220,No,0,1,21,53.06,23348,0,0,25,0,HIGH,OLIVER,1,YES,TOMLINSON
SINGLE,CA,0,3,0,0,3,NO,62002,CU13899,Male,Programmer/Developer,1000,West,0,0,No,11,1,20,53.7,13000.5,0,1,25,4,LOW,JERRELL,0,NO,BARRY
MARRIED,CA,0,4,1243,950,4,NO,74745,CU13901,Male,Fireman,1500,West,1,1243,No,1,1,45,53.52,27186.25,0,3,27,4,HIGH,COLLIN,1,YES,SCHMIDT
DIVORCED,NY,3132,1,3000,2700,1,NO,58758,CU13902,Female,Not specified,1500,NorthEast,1,900,No,3,1,49,53.3,28089.5,21540,1,11599,3,HIGH,ALISHA,1,YES,SWENSON
SINGLE,NC,0,3,130,0,3,NO,66414,CU13903,Male,PROF-29,1000,South,1,130,No,0,1,23,53.06,24403.5,0,0,25,0,HIGH,JOHNNIE,1,YES,LESLIE
MARRIED,NY,0,1,1700,1250,1,NO,60495,CU13905,Female,Waiter/Waitress,1500,NorthEast,1,1700,Yes,4,1,37,53.57,27323.75,553,3,25,4,HIGH,BRINDA,1,YES,PRATHER
MARRIED,NY,0,3,799,0,3,NO,66892,CU13906,Male,Sales Representative,1000,NorthEast,1,799,No,2,1,27,53.04,24923,123,1,112,2,HIGH,KENNITH,1,YES,MOTT
DIVORCED,MN,0,3,2000,501,3,YES,64044,CU13907,Male,Publisher,1500,West,1,2000,No,2,1,31,53.08,19611,0,2,33,1,MEDIUM,BRADLY,1,YES,BURRIS
